Sr_No,Cap_Type,Name,Ticker,Sub_Sector,Market_Cap,Close_Price
2142,,Chemtech Industrial Valves Ltd,CHEMTECH,Commodities Trading,245,151
2143,,G M Polyplast Ltd,GMPL,,245,180
2144,,Salasar Exteriors and Contour Ltd,SECL,Construction & Engineering,244,19
2145,,SAH Polymers Ltd,SAH,Commodity Chemicals,243,93
2146,,Kanoria Energy & Infrastructure Limited,KEIL,,243,28
2148,,Modi Rubber Ltd,MODIRUBBER,Tires & Rubber,243,92
2149,,Univastu India Ltd,UNIVASTU,Construction & Engineering,242,202
2150,,Atlantaa Ltd,ATLANTAA,Construction & Engineering,242,38
2151,,North Eastern Carrying Corporation Ltd,NECCLTD,Logistics,242,24
2152,,Radix Industries (India) Ltd,RADIXIND,FMCG - Personal Products,242,146
2153,,Narmada Gelatines Ltd,SHAWGELTIN,Specialty Chemicals,242,388
2154,,VETO Switch Gears And Cables Ltd,VETO,Electrical Components & Equipments,241,122
2155,,Raghuvansh Agrofarms Ltd,RAFL,Agro Products,241,202
2156,,Cochin Minerals and Rutile Ltd,COCHINM,Diversified Chemicals,241,273
2157,,Rts Power Corporation Ltd,RTSPOWR,Heavy Electrical Equipments,240,232
2158,,Crown Lifters Ltd,CROWN,Heavy Machinery,240,241
2159,,Maximus International Ltd,MAXIMUS,Commodities Trading,240,18
2160,,Super House Ltd,SUPERHOUSE,Footwear,240,209
2161,,Sadbhav Infrastructure Projects Ltd,SADBHIN,Roads,240,6
2162,,AKI India Ltd,AKI,Apparel & Accessories,239,22
2163,,Future Consumer Ltd,FCONSUMER,FMCG - Foods,239,1
2164,,Teerth Gopicon Ltd,TGL,Construction & Engineering,239,267
2165,,Lagnam Spintex Ltd,LAGNAM,Textiles,239,138
2166,,Mahalaxmi Rubtech Ltd,MHLXMIRU,Textiles,239,209
2167,,SBEC Sugar Ltd,SBECSUG,Sugar,238,50
2168,,Indowind Energy Ltd,INDOWIND,Renewable Energy,238,22
2169,,Capital Trade Links Ltd,CTL,Consumer Finance,238,37
2170,,Texmo Pipes and Products Ltd,TEXMOPIPES,Plastic Products,237,77
2171,,Indrayani Biotech Ltd,INDRANIB,Software Services,237,48
2172,,AVP Infracon Ltd,AVPINFRA,Construction & Engineering,237,106
2173,,Neelamalai Agro Industries Ltd,NEAGI,Agro Products,236,3963
2174,,Brooks Laboratories Ltd,BROOKS,Labs & Life Sciences Services,236,81
2175,,Surana Telecom and Power Ltd,SURANAT&P,Cables,236,19
2176,,Tanvi Foods (India) Ltd,TANVI,Packaged Foods & Meats,235,205
2178,,Anlon Technology Solutions Ltd,ANLON,Construction & Engineering,235,468
2179,,T T Ltd,TTL,Textiles,235,105
2180,,National Plastic Technologies Ltd,NATPLASTI,Plastic Products,234,402
2181,,Delphi World Money Ltd,DELPHIFX,Consumer Finance,234,192
2182,,LGB Forge Ltd,LGBFORGE,Industrial Machinery,233,10
2183,,Samor Reality Ltd,SAMOR,,233,103
2184,,Visa Steel Ltd,VISASTEEL,Iron & Steel,233,19
2185,,Alphageo (India) Ltd,ALPHAGEO,Oil & Gas - Equipment & Services,233,335
2186,,Sunita Tools Ltd,SUNITATOOL,,233,403
2187,,Homesfy Realty Ltd,HOMESFY,Real Estate,232,761
2188,,RDB Rasayans Ltd,RDBRL,Packaging,232,128
2189,,A B Cotspin India Ltd,ABCOTS,Textiles,232,273
2190,,Yash Optics & Lens Ltd,YASHOPTICS,Pharmaceuticals,230,91
2191,,Lehar Footwears Ltd,LEHAR,,230,128
2192,,PG Foils Ltd,PGFOILQ,Packaging,230,185
2193,,Quest Laboratories Ltd,QUESTLAB,,229,114
2194,,Standard Capital Markets Ltd,STANCAP,Consumer Finance,229,2
2195,,Sel Manufacturing Company Ltd,SELMC,Textiles,229,66
2196,,DRS Dilip Roadlines Ltd,DRSDILIP,Logistics,228,151
2197,,Supreme Holdings & Hospitality (India) Ltd,SUPREME,Real Estate,228,58
2198,,Ascom Leasing & Investments Ltd,ASCOM,Consumer Finance,227,175
2199,,Kimia Biosciences Ltd,KIMIABL,Pharmaceuticals,227,47
2200,,Precision Electronics Ltd,PRECISIO,Communication & Networking,226,148
2201,,Jullundur Motor Agency (Delhi) Ltd,JMA,Auto Parts,226,98
2202,,Airo Lam Ltd,AIROLAM,Building Products - Laminates,225,146
2203,,Mercantile Ventures Ltd,MERCANTILE,Real Estate,225,20
2204,,Bafna Pharmaceuticals Ltd,BAFNAPH,Pharmaceuticals,224,90
2205,,Ajanta Soya Ltd,AJANTSOY,Agro Products,224,27
2206,,Tips Films Ltd,TIPSFILMS,Movies & TV Serials,223,519
2207,,RKEC Projects Ltd,RKEC,Construction & Engineering,223,88
2208,,Aksharchem (India) Ltd,AKSHARCHEM,Specialty Chemicals,222,256
2209,,ABM Knowledgeware Ltd,ABMKNO,Software Services,222,132
2210,,United Polyfab Gujarat Ltd,UNITEDPOLY,Textiles,222,87
2211,,Kanpur Plastipack Ltd,KANPRPLA,Packaging,222,99
2212,,Vintron Informatics Ltd,VINTRON,Electronic Equipments,222,29
2213,,Diksat Transworld Ltd,DIKSAT,TV Channels & Broadcasters,222,130
2214,,IP Rings Ltd,IPRINGLTD,Auto Parts,221,184
2215,,Maruti Infrastructure Ltd,MAINFRA,Construction & Engineering,220,168
2216,,Vipul Organics Ltd,VIPULORG,Specialty Chemicals,220,150
2217,,Cosmo Ferrites Ltd,COSMOFE,Electrical Components & Equipments,220,174
2218,,Atam Valves Ltd,ATAM,,220,208
2219,,J C T Ltd,JCTLTD,Textiles,220,2
2220,,Priti International Ltd,PRITI,Home Furnishing,219,139
2221,,Sayaji Hotels (Pune) Ltd,SHPLPUNE,,219,729
2222,,Maagh Advertising and Marketing Services Ltd,MAAGHADV,,219,12
2223,,Spectrum Talent Management Ltd,SPECTSTM,Employment Services,218,81
2224,,Tulive Developers Ltd,TULIVE,Real Estate,218,1111
2225,,Universal Autofoundry Ltd,UNIAUTO,Auto Parts,218,162
2226,,Aartech Solonics Ltd,AARTECH,Electrical Components & Equipments,217,197
2227,,Toyam Sports Ltd,TOYAMSL,Diversified Financials,216,4
2228,,Sprayking Ltd,SPRAYKING,Agricultural & Farm Machinery,216,39
2229,,Shiva Texyarn Ltd,SHIVATEX,Textiles,216,172
2230,,Ovobel Foods Ltd,OVOBELE,Packaged Foods & Meats,215,210
2231,,Generic Engineering Construction and Projects Ltd,GENCON,Construction & Engineering,215,39
2232,,Nitiraj Engineers Ltd,NITIRAJ,Electronic Equipments,215,227
2233,,DHP India Ltd,DHPIND,Industrial Machinery,215,678
2234,,Swastika Investmart Ltd,SWASTIKA,Diversified Financials,214,698
2235,,Sanjivani Paranteral Ltd,SANJIVIN,Pharmaceuticals,214,182
2236,,Infollion Research Services Ltd,INFOLLION,Business Support Services,213,212
2237,,Prithvi Exchange (India) Ltd,PRITHVIEXCH,Investment Banking & Brokerage,213,254
2238,,Dhatre Udyog Ltd,DHATRE,,213,19
2239,,Electro Force (India) Ltd,EFORCE,Electronic Equipment & Parts,213,83
2240,,Caprihans India Ltd,CAPRIHANS,Commodity Chemicals,213,156
2241,,Bodhi Tree Multimedia Ltd,BTML,Movies & TV Serials,212,15
2242,,Srivari Spices and Foods Ltd,SSFL,FMCG - Foods,212,281
2243,,Indbank Merchant Banking Services Ltd,INDBANK,Investment Banking & Brokerage,212,50
2244,,Unihealth Consultancy Ltd,UNIHEALTH,Hospitals & Diagnostic Centres,212,124
2245,,Surat Trade and Mercantile Ltd,SURATRAML,,212,9
2246,,Anmol India Ltd,ANMOL,Commodities Trading,211,36
2247,,Marvel Decor Ltd,MDL,Home Furnishing,211,104
2248,,Dolfin Rubbers Ltd,DOLFIN,Auto Parts,211,207
2249,,delaPlex Ltd,DELAPLEX,IT Services & Consulting,211,221
2250,,Housing Development and Infrastructure Ltd,HDIL,Real Estate,211,4
2251,,Rajshree Sugars & Chemicals Ltd,RAJSREESUG,Sugar,211,62
2252,,Aspinwall and Company Ltd,ASPINWALL,Tea & Coffee,211,261
2253,,Deep Polymers Ltd,DEEP,Specialty Chemicals,210,81
2254,,Pharmaids Pharmaceuticals Ltd,PHARMAID,Pharmaceuticals,210,54
2255,,Intrasoft Technologies Ltd,ISFT,Retail - Online,210,122
2256,,Umang Dairies Ltd,UMANGDAIRY,FMCG - Foods,210,90
2257,,Regis Industries Ltd,REGIS,,210,127
2258,,B & A Ltd,BNALTD,Agro Products,210,613
2259,,BDH Industries Ltd,BDH,Pharmaceuticals,210,346
2260,,Praxis Home Retail Ltd,PRAXIS,Home Furnishing,209,16
2261,,Archidply Industries Ltd,ARCHIDPLY,Wood Products,209,102
2262,,Xelpmoc Design and Tech Ltd,XELPMOC,IT Services & Consulting,209,121
2263,,Refex Renewables & Infrastructure Ltd,REFEXRENEW,,209,458
2264,,Aarvi Encon Ltd,AARVI,Outsourced services,207,138
2265,,Dhunseri Tea & Industries Ltd,DTIL,Tea & Coffee,207,193
2266,,Zee Learn Ltd,ZEELEARN,Education Services,207,7
2267,,Kaira Can Co Ltd,KAIRA,Packaging,207,2160
2268,,Mangal Credit and Fincorp Ltd,MANCREDIT,Consumer Finance,206,105
2269,,Parin Furniture Ltd,PARIN,Home Furnishing,206,205
2270,,Maha Rashtra Apex Corporation Ltd,MAHAPEXLTD,Consumer Finance,205,160
2271,,Amba Enterprises Ltd,AEL,Electrical Components & Equipments,204,170
2272,,Maxposure Ltd,MAXPOSURE,Advertising,204,84
2273,,Arvee Laboratories (India) Ltd,ARVEE,Specialty Chemicals,204,193
2274,,Tyche Industries Ltd,TYCHE,Pharmaceuticals,204,177
2275,,K2 Infragen Ltd,K2INFRA,Construction & Engineering,203,152
2276,,Premier Roadlines Ltd,PRLIND,Logistics,203,86
2277,,Ramdevbaba Solvent Ltd,RBS,FMCG - Household Products,203,91
2278,,Prajay Engineers Syndicate Ltd,PRAENG,Construction & Engineering,203,28
2279,,Modern Threads (India) Ltd,MODTHREAD,Textiles,203,55
2280,,Seacoast Shipping Services Ltd,SEACOAST,,203,4
2281,,GIR Natureview Resorts Ltd,GIRRESORTS,"Hotels, Resorts & Cruise Lines",202,114
2282,,Hindustan Adhesives Ltd,HINDADH,Packaging,202,405
2283,,GTL Ltd,GTL,Telecom Infrastructure,202,13
2284,,Aveer Foods Ltd,AVEER,,202,514
2285,,Shri Balaji Valve Components Ltd,SBVCL,,202,252
2286,,SMS Lifesciences India Ltd,SMSLIFE,Pharmaceuticals,202,774
2287,,Vibrant Global Capital Ltd,VGCL,Diversified Financials,202,82
2288,,Sona Machinery Ltd,SONAMAC,Agro Products,201,142
2289,,Vital Chemtech Ltd,VITAL,Commodity Chemicals,201,78
2290,,Shreeji Translogistics Ltd,STL,Logistics,201,26
2291,,Syschem (India) Ltd,SYSCHEM,Pharmaceuticals,201,49
2292,,Smruthi Organics Ltd,SMRUTHIORG,Pharmaceuticals,201,169
2293,,Shree Osfm E-Mobility Ltd,SHREEOSFM,Tour & Travel Services,200,167
2294,,Silicon Rental Solutions Ltd,SRSOLTD,,200,166
2295,,Alacrity Securities Ltd,ALSL,Investment Banking & Brokerage,200,88
2296,,Captain Technocast Ltd,CTCL,Industrial Machinery,200,232
2297,,RM Drip & Sprinklers Systems Ltd,RMDRIP,Agricultural & Farm Machinery,199,135
2298,,DB (International) Stock Brokers Ltd,DBSTOCKBRO,Investment Banking & Brokerage,199,47
2299,,Chatha Foods Ltd,CHATHA,,199,93
2300,,Weizmann Limited,WEIZMANIND,Textiles,198,116
2301,,Prima Plastics Ltd,PRIMAPLA,Housewares,198,178
2302,,Upsurge Seeds Of Agriculture Ltd,USASEEDS,Seeds,198,290
2303,,Shigan Quantum Technologies Ltd,SHIGAN,Auto Parts,198,105
2304,,Eros International Media Ltd,EROSMEDIA,Movies & TV Serials,198,19
2305,,Thakkers Developers Ltd,THAKDEV,Real Estate,197,181
2306,,Ducon Infratechnologies Ltd,DUCON,IT Services & Consulting,196,7
2307,,Kanchi Karpooram Ltd,KANCHI,Commodity Chemicals,196,432
2308,,Capital Trust Ltd,CAPTRUST,Consumer Finance,195,117
2309,,Basant Agro Tech (India) Ltd,BASANTGL,Commodity Chemicals,195,21
2310,,Surana Solar Ltd,SURANASOL,Renewable Energy Equipment & Services,195,39
2311,,Trident Lifeline Ltd,TLL,,194,151
2312,,Le Merite Exports Ltd,LEMERITE,Textiles,193,85
2313,,Magna Electro Castings Ltd,MAGNAELQ,Iron & Steel,193,460
2314,,QMS Medical Allied Services Ltd,QMSMEDI,Hospitals & Diagnostic Centres,192,100
2315,,LOYAL EQUIPMENTS Ltd,LOYAL,Industrial Machinery,192,176
2316,,KBC Global Ltd,KBCGLOBAL,Real Estate,192,2
2317,,Mitsu Chem Plast Ltd,MITSU,Commodity Chemicals,192,146
2318,,Shahlon Silk Industries Ltd,SHAHLON,,192,21
2319,,Indian Wood Products Co Ltd,IWP,Wood Products,191,29
2320,,Evexia Lifecare Ltd,EVEXIA,,191,2
2321,,Maheshwari Logistics Ltd,MAHESHWARI,Logistics,191,63
2322,,Vaidya Sane Ayurved Laboratories Ltd,MADHAVBAUG,Labs & Life Sciences Services,190,160
2323,,BSL Ltd,BSL,Textiles,190,175
2324,,Inventure Growth & Securities Ltd,INVENTURE,Investment Banking & Brokerage,189,3
2325,,Emmbi Industries Ltd,EMMBI,Packaging,189,100
2326,,Madhusudan Masala Ltd,MADHUSUDAN,Packaged Foods & Meats,188,131
2327,,Lovable Lingerie Ltd,LOVABLE,Apparel & Accessories,188,123
2328,,Mahamaya Steel Industries Ltd,MAHASTEEL,Iron & Steel,188,103
2329,,Alpa Laboratories Ltd,ALPA,Pharmaceuticals,188,81
2330,,Gayatri Rubbers and Chemicals Ltd,GRCL,Tires & Rubber,188,344
2331,,Coral Laboratories Ltd,CORALAB,Pharmaceuticals,187,519
2332,,LKP Securities Ltd,LKPSEC,Diversified Financials,186,22
2333,,Avance Technologies Ltd,AVANCE,IT Services & Consulting,186,1
2334,,Indian Infotech and Software Ltd,INDINFO,Consumer Finance,186,1
2335,,GVP Infotech Ltd,GVPTECH,IT Services & Consulting,186,15
2336,,Khemani Distributors & Marketing Ltd,KDML,Commodities Trading,186,81
2337,,Interiors & More Ltd,INM,Plastic Products,185,269
2338,,Coral India Finance and Housing Ltd,CORALFINAC,Real Estate,185,46
2339,,Greenchef Appliances Ltd,GREENCHEF,Home Electronics & Appliances,184,68
2340,,CHL Ltd,CHLLTD,"Hotels, Resorts & Cruise Lines",184,35
2341,,HCP Plastene Bulkpack Ltd,HPBL,,184,153
2343,,On Door Concepts Ltd,ONDOOR,Retail - Online,184,293
2344,,Dhruv Consultancy Services Ltd,DHRUV,Construction & Engineering,184,105
2345,,Calcom Vision Ltd,CALCOM,Electrical Components & Equipments,184,134
2346,,E Factor Experiences Ltd,EFACTOR,Advertising,183,158
2347,,B.A.G. Films and Media Ltd,BAGFILMS,Movies & TV Serials,183,8
2348,,Storage Technologies and Automation Ltd,STAL,,183,136
2349,,MITCON Consultancy & Engineering Services Ltd,MITCON,Education Services,182,135
2350,,De Neers Tools Ltd,DENEERS,Industrial Machinery,182,201
2351,,CG VAK Software and Exports Ltd,CGVAK,Software Services,181,321
2352,,Worth Peripherals Ltd,WORTH,Packaging,181,111
2353,,POCL Enterprises Ltd,POEL,Commodity Chemicals,181,345
2354,,IVP Ltd,IVP,Commodity Chemicals,181,162
2355,,Organic Recycling Systems Ltd,ORGANICREC,,180,244
2356,,Jayant Infratech Ltd,JAYANT,,180,163
2357,,K I C Metaliks Ltd,KAJARIR,Iron & Steel,179,46
2358,,JK Agri Genetics Ltd,JK AGRI,Seeds,179,372
2359,,Hindustan Tin Works Ltd,HINDTIN,Packaging,178,157
2360,,Indian Acrylics Ltd,INDIANACRY,Textiles,177,13
2361,,Sharda Ispat Ltd,SHRDAIS,Iron & Steel,177,327
2362,,Ratnabhumi Developers Ltd,RATNABHUMI,Real Estate,177,131
2363,,Lactose (India) Ltd,LACTOSE,Pharmaceuticals,177,148
2364,,Incredible Industries Ltd,INCREDIBLE,Iron & Steel,176,44
2365,,Niraj Cement Structurals Ltd,NIRAJ,Construction & Engineering,176,45
2366,,Metroglobal Ltd,METROGLOBL,Commodities Trading,176,140
2367,,Ducol Organics & Colours Ltd,DUCOL,Commodity Chemicals,176,115
2368,,Halder Venture Ltd,HALDER,Commodities Trading,176,578
2369,,SAL Steel Ltd,SALSTEEL,Iron & Steel,175,19
2370,,Eyantra Ventures Ltd,EY,,175,964
2371,,Tainwala Chemicals and Plastics (India) Ltd,TAINWALCHM,Plastic Products,175,172
2372,,Active Clothing Co Ltd,ACTIVE,Textiles,175,109
2373,,Gillanders Arbuthnot & Co Ltd,GILLANDERS,Conglomerates,175,84
2374,,Sizemasters Technology Ltd,SIZEMASTER,,175,186
2375,,S & S Power Switchgear Ltd,S&SPOWER,Electrical Components & Equipments,175,242
2376,,Cenlub Industries Ltd,CENLUB,Industrial Machinery,174,354
2377,,S V Global Mill Ltd,SVGLOBAL,Real Estate,174,91
2378,,Kundan Edifice Ltd,KEL,Electrical Components & Equipments,174,144
2379,,Tarmat Ltd,TARMAT,Construction & Engineering,174,83
2380,,Rishiroop Ltd,RISHIROOP,Commodity Chemicals,173,173
2381,,Rulka Electricals Ltd,RULKA,,173,381
2382,,Urban Enviro Waste Management Ltd,URBAN,Environmental Services,173,327
2383,,Odyssey Technologies Ltd,ODYSSEY,Software Services,172,152
2384,,Hindprakash Industries Ltd,HPIL,Diversified Chemicals,172,142
2385,,United Nilgiri Tea Estates Company Ltd,UNITEDTEA,Tea & Coffee,172,332
2386,,Jocil Ltd,JOCIL,Commodity Chemicals,172,193
2387,,Touchwood Entertainment Ltd,TOUCHWOOD,Advertising,172,144
2388,,Swastik Pipe Ltd,SWASTIK,Iron & Steel,172,78
2389,,Tirupati Forge Ltd,TIRUPATIFL,Auto Parts,172,16
2390,,Dhoot Industrial Finance Ltd,DHOOTIN,,171,278
2391,,SPL Industries Ltd,SPLIL,Apparel & Accessories,171,59
2392,,Titan Intech Ltd,TITANIN,,170,64
2393,,KHFM Hospitality and Facility Management Services Ltd,KHFM,Business Support Services,170,78
2394,,Abans Enterprises Ltd,ABANSENT,Commodities Trading,170,119
2395,,Bharat Gears Ltd,BHARATGEAR,Auto Parts,170,106
2396,,Reliance Home Finance Ltd,RHFL,Home Financing,170,3
2397,,Mangalam Drugs and Organics Ltd,MANGALAM,Pharmaceuticals,170,101
2398,,Prakash Steelage Ltd,PRAKASHSTL,Building Products - Pipes,170,9
2399,,Reliance Naval and Engineering Ltd,RNAVAL,Shipbuilding,170,2
2400,,Colab Cloud Platforms Ltd,COLABCLOUD,,170,15
2401,,Kaushalya Logistics Ltd,KLL,Ground Freight & Logistics,169,84
2402,,Shri Techtex Ltd,SHRITECH,Textiles,169,67
2403,,Manaksia Aluminium Co Ltd,MANAKALUCO,Metals - Aluminium,169,27
2404,,DIGJAM Ltd,DIGJAMLMTD,Textiles,169,87
2405,,Vaishali Pharma Ltd,VAISHALI,Pharmaceuticals,169,142
2406,,BCPL Railway Infrastructure Ltd,BCPL,Construction & Engineering,169,92
2407,,LKP Finance Ltd,LKPFIN,Investment Banking & Brokerage,169,132
2408,,Parshva Enterprises Ltd,PARSHVA,"Precious Metals, Jewellery & Watches",168,166
2409,,ResGen Ltd,RESGEN,,168,82
2410,,Noida Toll Bridge Company Ltd,NOIDATOLL,Roads,168,10
2411,,Ai Champdany Industries Ltd,AICHAMP,Textiles,167,53
2412,,Dhruva Capital Services Ltd,DHRUVCA,Specialized Finance,167,413
2413,,Shradha Infraprojects Ltd,SHRADHA,Real Estate,167,87
2414,,Polson Ltd,POLSON,Commodity Chemicals,167,13150
2415,,Beardsell Ltd,BEARDSELL,Building Products - Prefab Structures,167,39
2416,,Suryalata Spinning Mills Ltd,SURYALA,Textiles,167,393
2417,,Srivasavi Adhesive Tapes Ltd,SRIVASAVI,Specialty Chemicals,166,109
2418,,Eco Hotels and Resorts Ltd,ECOHOTELS,,166,50
2419,,Fonebox Retail Ltd,FONEBOX,Retail - Speciality,166,157
2420,,Sudarshan Pharma Industries Ltd,SUDARSHAN,,166,64
2421,,Oil Country Tubular Ltd,OILCOUNTUB,Oil & Gas - Equipment & Services,166,36
2422,,Kifs Financial Services Ltd,KIFS,Specialized Finance,166,157
2423,,B-Right RealEstate Ltd,BRRL,,165,160
2424,,MRO-TEK Realty Ltd,MRO-TEK,Communication & Networking,165,80
2425,,Parvati Sweetners and Power Ltd,PARVATI,,165,11
2426,,Kakatiya Cement Sugar and Industries Ltd,KAKATCEM,Cement,165,207
2427,,Somi Conveyor Beltings Ltd,SOMICONVEY,Industrial Machinery,165,134
2428,,W H Brady & Company Ltd,WHBRADY,Heavy Machinery,165,694
2429,,Baweja Studios Ltd,BAWEJA,Movies & TV Serials,165,91
2430,,Chaman Metallics Ltd,CMNL,Iron & Steel,165,69
2431,,Globus Power Generation Ltd,GLOBUSCON,Power Generation,164,18
2432,,DCG Cables & Wires Ltd,DCG,Electrical Components & Equipments,164,82
2433,,Jhandewalas Foods Ltd,JFL,,164,150
2434,,Shah Metacorp Ltd,SHAH,Iron & Steel,164,4
2436,,Ahlada Engineers Ltd,AHLADA,Home Furnishing,163,132
2437,,BN Holdings Ltd,BNHOLDINGS,,163,146
2438,,Radhe Developers (India) Ltd,RADHEDE,Real Estate,163,3
2439,,Reliance Chemotex Industries Ltd,RELCHEMQ,Textiles,163,213
2440,,Indian Card Clothing Company Ltd,INDIANCARD,Industrial Machinery,162,252
2441,,Manas Properties Ltd,MANAS,Real Estate,162,390
2442,,Nagpur Power and Industries Ltd,NAGPI,Mining - Manganese,162,123
2443,,Arshiya Ltd,ARSHIYA,Logistics,162,6
2444,,AMJ Land Holdings Ltd,AMJLAND,Real Estate,162,39
2445,,Cambridge Technology Enterprises Ltd,CTE,IT Services & Consulting,162,81
2446,,Techknowgreen Solutions Ltd,TECHKGREEN,,161,215
2447,,Tirupati Starch & Chemicals Ltd,TIRUSTA,Commodity Chemicals,161,170
2448,,Ganges Securities Ltd,GANGESSECU,Diversified Financials,161,147
2449,,Duncan Engineering Ltd,DUNCANENG,Auto Parts,161,426
2450,,United Van Der Horst Ltd,UVDRHOR,,161,118
2451,,Jyoti Ltd,JYOTI,Heavy Electrical Equipments,160,71
2452,,Kovilpatti Lakshmi Roller Flour Mills Ltd,KLRFM,Packaged Foods & Meats,160,197
2453,,Akanksha Power and Infrastructure Ltd,AKANKSHA,Electrical Components & Equipment,160,82
2454,,Pmc Fincorp Ltd,PMCFIN,Diversified Financials,160,4
2455,,Total Transport Systems Ltd,TOTAL,Logistics,159,97
2456,,Promax Power Ltd,PROMAX,,159,55
2457,,Samrat Forgings Ltd,SAMRATFORG,,159,291
2458,,Kalyani Forge Ltd,KALYANIFRG,Iron & Steel,159,412
2459,,Samkrg Pistons and Rings Ltd,SAMKRG,Auto Parts,159,177
2460,,Winsome Textile Industries Ltd,WINSOMTX,Textiles,159,76
2461,,Deepak Spinners Ltd,DEEPAKSP,Textiles,158,216
2462,,Jainam Ferro Alloys (I) Ltd,JAINAM,Metals - Diversified,158,131
2463,,BLS Infotech Ltd,BLSINFOTE,,158,3
2464,,Ausom Enterprise Ltd,AUSOMENT,Commodities Trading,158,92
2465,,Bal Pharma Ltd,BALPHARMA,Pharmaceuticals,158,115
2466,,Hindusthan National Glass And Industries Ltd,HINDNATGLS,Packaging,158,18
2467,,Aspire & Innovative Advertising Ltd,ASPIRE,Home Electronics & Appliances,157,97
2468,,Piccadily Sugar and Allied Industries Ltd,PICCASUG,Alcoholic Beverages,157,66
2469,,Aashka Hospitals Ltd,AASHKA,,157,73
2470,,Milgrey Finance and Investments Ltd,ZMILGFIN,Investment Banking & Brokerage,157,69
2471,,Standard Industries Ltd,SIL,Textiles,157,24
2472,,Mukta Arts Ltd,MUKTAARTS,Movies & TV Serials,157,63
2473,,Salona Cotspin Ltd,SALONA,Textiles,156,283
2474,,Shervani Industrial Syndicate Ltd,SHERVANI,Real Estate,156,582
2475,,Indsil Hydro Power and Manganese Ltd,INDSILHYD,Metals - Iron,156,51
2476,,Century Extrusions Ltd,CENTEXT,Metals - Aluminium,156,19
2477,,Maruti Interior Products Ltd,SPITZE,,156,86
2478,,GTV Engineering Ltd,GTV,Construction & Engineering,155,477
2479,,Gujarat Natural Resources Ltd,GNRL,Oil & Gas - Exploration & Production,155,17
2480,,Rexnord Electronics and Controls Ltd,REXNORD,Industrial Machinery,154,143
2481,,Sonam Ltd,SONAMLTD,"Precious Metals, Jewellery & Watches",154,40
2482,,Savera Industries Ltd,SAVERA,"Hotels, Resorts & Cruise Lines",154,117
2483,,Flex Foods Ltd,FLEXFO,Agro Products,154,119
2484,,Bilcare Ltd,BI,Labs & Life Sciences Services,154,62
2485,,Siyaram Recycling Industries Ltd,SIYARAM,,153,69
2486,,Jasch Industries Ltd,JASCH,Textiles,153,198
2487,,Saumya Consultants Ltd,SAUMYA,Diversified Financials,153,232
2488,,Setco Automotive Ltd,SETCO,Auto Parts,152,11
2489,,HB Estate Developers Ltd,HBESD,Real Estate,152,71
2490,,Pansari Developers Ltd,PANSARI,Real Estate,152,86
2491,,Facor Alloys Ltd,FACORALL,Iron & Steel,152,7
2492,,Lambodhara Textiles Ltd,LAMBODHARA,Textiles,151,143
2493,,AAA Technologies Ltd,AAATECH,IT Services & Consulting,151,99
2494,,WSFx Global Pay Ltd,WSFX,,151,108
2495,,Kohinoor Foods Ltd,KOHINOOR,Packaged Foods & Meats,151,40
2496,,Machino Plastics Ltd,MACPLASQ,Auto Parts,150,227
2497,,Visco Trade Associates Ltd,VISCO,,150,289
2498,,Cinerad Communications Ltd,CINERAD,Advertising,150,71
2499,,Money Masters Leasing and Finance Ltd,MMLF,Diversified Financials,150,144
2500,,Digicontent Ltd,DGCONTENT,Online Services,149,25
2501,,Securekloud Technologies Ltd,SECURKLOUD,Software Services,149,39
2502,,Palred Technologies Ltd,PALREDTEC,IT Services & Consulting,149,110
2503,,Arunjyoti Bio Ventures Ltd,ABVL,Commodities Trading,149,70
2504,,ANI Integrated Services Ltd,AISL,Construction & Engineering,149,159
2505,,Western India Plywoods Ltd,WIPL,Wood Products,149,170
2506,,Digidrive Distributors Ltd,DIGIDRIVE,Online Services,149,34
2507,,Ultracab (India) Ltd,ULTRACAB,Cables,149,14
2508,,Panyam Cements And Mineral Industrties Ltd,PANCM,Cement,149,168
2509,,Pacific Industries Ltd,PACIFICI,Mining - Diversified,148,223
2510,,Aksh Optifibre Ltd,AKSHOPTFBR,Communication & Networking,148,9
2511,,NTC Industries Ltd,NTCIND,FMCG - Tobacco,148,119
2512,,ATV Projects India Ltd,ATVPR,Industrial Machinery,148,25
2513,,MEP Infrastructure Developers Ltd,MEP,Roads,148,8
2514,,Goldkart Jewels Ltd,GOLDKART,"Precious Metals, Jewellery & Watches",148,92
2515,,Transteel Seating Technologies Ltd,TRANSTEEL,Business Support Services,147,67
2516,,Sikko Industries Ltd,SIKKO,Fertilizers & Agro Chemicals,147,90
2517,,Himalaya Food International Ltd,HFIL,Packaged Foods & Meats,147,25
2518,,Auro Laboratories Ltd,AUROLAB,Pharmaceuticals,147,195
2519,,Rudra Gas Enterprise Ltd,RUDRAGAS,,146,166
2520,,Gayatri Projects Ltd,GAYAPROJ,Construction & Engineering,146,7
2521,,Steel City Securities Ltd,STEELCITY,Investment Banking & Brokerage,146,90
2522,,Pramara Promotions Ltd,PRAMARA,Advertising,146,158
2523,,3rd Rock Multimedia Ltd,3RDROCK,"Hotels, Resorts & Cruise Lines",146,65
2524,,Aryaman Capital Markets Ltd,ARYACAPM,Diversified Financials,145,121
2525,,JSL Industries Ltd,JSLINDL,,145,1200
